dataset,variant,column,n_group,n_rest,cliffs_delta,p_value,note
r1,A_jh_primary_vs_rest,Kerf_Width_Profile,4841,95159,-0.1437,4.746470927081787e-64,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Top_Kerf,4841,95159,-0.1392,3.200853459111183e-60,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Bottom_Kerf,4841,95159,-0.1364,6.981441623169527e-58,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Kerf_Angle,4841,95159,-0.0944,1.3428975929991255e-28,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Groove_Depth,4841,95159,0.1336,1.3361070462797226e-55,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Package_Size_1,4841,95159,0.1274,9.596308128711096e-51,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Package_Size_2,4841,95159,0.106,1.1411398314068235e-35,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Package_Size_3,4841,95159,-0.1111,5.457182009057222e-39,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Package_Size_4,4841,95159,-0.1283,2.1886715509523415e-51,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Coating_Thickness,4841,95159,0.0145,0.08906040262150418,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Coating_Uniformity,4841,95159,0.0044,0.6025714199286911,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cutting_Offset,4841,95159,-0.1303,5.797959931035681e-53,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Surface_Roughness,4841,95159,0.5257,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cooling_Thermal_Load,4841,95159,-0.0385,5.937449309562794e-06,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Laser_Cleaning_Demand,4841,95159,0.1507,3.052226301832617e-70,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cleaning_Capacity,4841,95159,0.0032,0.7052128470100978,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cleaning_Load_Ratio,4841,95159,0.0754,8.140968391058583e-19,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Maintenance_Count,4841,95159,-0.0066,0.43968516460358265,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,B_jun_pure_vs_notpure,Laser_Power,4022,95978,0.1579,8.585651574427575e-65,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Power_Efficiency,4022,95978,0.1564,1.4890074303002142e-63,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Centering_Position,4022,95978,-0.131,3.7550731149407305e-45,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Current,4022,95978,-0.0083,0.3741713329423636,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Voltage,4022,95978,-0.004,0.6652677328297922,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Beam_Diameter,4022,95978,-0.0013,0.8896591142518274,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Feed_Speed,4022,95978,-0.0193,0.038003465773753936,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Frequency,4022,95978,0.0003,0.9722317738066475,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Alignment_Time,4022,95978,-0.0034,0.7159971222959178,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Process_Time,4022,95978,-0.0078,0.3991575785151996,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cutting_X_Index,4022,95978,0.001,0.9184078123847647,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cutting_Y_Index,4022,95978,0.0059,0.5244911107603497,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Head_Temp,4022,95978,-0.118,5.857504452892819e-37,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cooling_Flow,4022,95978,0.068,2.4705608500988734e-13,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cooling_Water_Temp,4022,95978,0.0058,0.536055602872166,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Focus,4022,95978,-0.1262,5.6008639796106286e-42,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,CLN_Flow,4022,95978,-0.0163,0.08016846250274293,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,CLN_Pressure,4022,95978,0.012,0.19529920336304396,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,CLN_Time,4022,95978,0.013,0.16292644837511994,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Coating_Flow,4022,95978,0.014,0.1311772523810199,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Head_Remain_Time,4022,95978,0.0035,0.7085701768327124,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Vibration,4022,95978,-0.0341,0.000247244312677685,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Kerf_Width_Profile,4022,95978,-0.1487,1.3235122084046086e-57,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Top_Kerf,4022,95978,-0.145,6.896475533760541e-55,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Bottom_Kerf,4022,95978,-0.138,6.437210138704874e-50,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Kerf_Angle,4022,95978,-0.0994,1.0478178642916017e-26,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Groove_Depth,4022,95978,0.133,1.7311617245512409e-46,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Package_Size_1,4022,95978,0.131,3.823950993290124e-45,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Package_Size_2,4022,95978,0.0996,8.57287691387407e-27,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Package_Size_3,4022,95978,-0.1067,1.6776951634514954e-30,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Package_Size_4,4022,95978,-0.1296,3.395128981810751e-44,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Coating_Thickness,4022,95978,0.016,0.08490297528609665,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Coating_Uniformity,4022,95978,0.0048,0.6073132639619929,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cutting_Offset,4022,95978,-0.1253,2.0860265162731412e-41,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Surface_Roughness,4022,95978,0.4968,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cooling_Thermal_Load,4022,95978,-0.0412,9.356305621411808e-06,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Cleaning_Demand,4022,95978,0.152,3.5726841388976904e-60,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cleaning_Capacity,4022,95978,0.0024,0.7991886231736839,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cleaning_Load_Ratio,4022,95978,0.076,2.9962783685467524e-16,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Maintenance_Count,4022,95978,-0.0081,0.3812244193208887,승준님 방법 G — unified_full_methodology.py:253
r1,C_keep_pure_vs_clean,Laser_Power,4022,68724,-0.0134,0.15357314254975912,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Power_Efficiency,4022,68724,-0.0187,0.046080316269105026,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Centering_Position,4022,68724,-0.0166,0.07680152767081774,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Current,4022,68724,-0.0066,0.48022325584710124,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Voltage,4022,68724,-0.0043,0.6428571493559039,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Beam_Diameter,4022,68724,-0.0021,0.8206422900826458,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Feed_Speed,4022,68724,-0.0185,0.04837799508127321,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Frequency,4022,68724,0.0034,0.7135816697266393,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Alignment_Time,4022,68724,-0.0024,0.7983916611839406,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Process_Time,4022,68724,-0.0079,0.3966356534167851,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cutting_X_Index,4022,68724,0.0014,0.8795485802706962,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cutting_Y_Index,4022,68724,0.0057,0.5396559193457332,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Head_Temp,4022,68724,0.0436,3.177011533076374e-06,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cooling_Flow,4022,68724,-0.0188,0.04515927666680301,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cooling_Water_Temp,4022,68724,0.0045,0.6313940376576199,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Focus,4022,68724,0.0344,0.00023577603612764684,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,CLN_Flow,4022,68724,-0.0115,0.22118023991522784,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,CLN_Pressure,4022,68724,0.0102,0.2784686158535772,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,CLN_Time,4022,68724,0.0139,0.1366511253324684,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Coating_Flow,4022,68724,0.0148,0.1140523767512182,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Head_Remain_Time,4022,68724,0.0023,0.8100768968961958,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Vibration,4022,68724,0.1684,2.7182885230571776e-72,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Kerf_Width_Profile,4022,68724,0.0395,2.4253754671210902e-05,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Top_Kerf,4022,68724,0.0417,8.307663745197492e-06,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Bottom_Kerf,4022,68724,0.0518,3.212725398038048e-08,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Kerf_Angle,4022,68724,0.0444,2.1009112166602403e-06,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Groove_Depth,4022,68724,-0.0131,0.16278333337241513,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Package_Size_1,4022,68724,0.0181,0.05374217722893279,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Package_Size_2,4022,68724,-0.0016,0.8670959147954085,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Package_Size_3,4022,68724,-0.0074,0.4311418588710939,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Package_Size_4,4022,68724,-0.0174,0.06342296433989483,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Coating_Thickness,4022,68724,0.0145,0.12101211620698936,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Coating_Uniformity,4022,68724,0.0041,0.6618691260684746,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cutting_Offset,4022,68724,-0.0099,0.2905970414850765,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Surface_Roughness,4022,68724,0.6236,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cooling_Thermal_Load,4022,68724,0.0154,0.09923327044519102,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Cleaning_Demand,4022,68724,-0.0175,0.06105135171918217,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cleaning_Capacity,4022,68724,0.006,0.5235570098714082,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cleaning_Load_Ratio,4022,68724,-0.0023,0.8085798621011934,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Maintenance_Count,4022,68724,-0.0079,0.39673933382996984,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,D_primary_vs_ok_only,Laser_Power,4841,58890,-0.08,1.9726613277287793e-20,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Power_Efficiency,4841,58890,-0.0823,1.540182979337953e-21,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Centering_Position,4841,58890,0.0326,0.0001627570057798641,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Current,4841,58890,-0.0045,0.6003815803043693,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Voltage,4841,58890,-0.0038,0.6619422736110496,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Beam_Diameter,4841,58890,-0.0023,0.7937213205826171,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Feed_Speed,4841,58890,-0.0154,0.07352761212146489,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Frequency,4841,58890,0.0163,0.05965121231056966,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Alignment_Time,4841,58890,-0.0045,0.6008373201029977,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Process_Time,4841,58890,-0.0058,0.49944426138796594,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cutting_X_Index,4841,58890,0.0012,0.8861511703204852,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cutting_Y_Index,4841,58890,0.0067,0.43557727504598875,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Head_Temp,4841,58890,0.105,4.712935546969077e-34,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cooling_Flow,4841,58890,-0.053,8.086965178750459e-10,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cooling_Water_Temp,4841,58890,0.0026,0.7644890592614936,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Focus,4841,58890,0.0927,6.441995270487343e-27,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,CLN_Flow,4841,58890,-0.0525,1.1593173948425002e-09,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,CLN_Pressure,4841,58890,0.0027,0.7503042352608333,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,CLN_Time,4841,58890,0.0158,0.0675572761940108,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Coating_Flow,4841,58890,0.0159,0.06500445380141692,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Head_Remain_Time,4841,58890,0.003,0.7284123987024813,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Vibration,4841,58890,0.2892,4.536559293398376e-246,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Kerf_Width_Profile,4841,58890,0.113,3.806670590957999e-39,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Top_Kerf,4841,58890,0.1166,1.4766650132471485e-41,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Bottom_Kerf,4841,58890,0.1223,1.5371703183545988e-45,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Kerf_Angle,4841,58890,0.0994,1.1201947450394183e-30,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Groove_Depth,4841,58890,-0.0706,2.8259587824274444e-16,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Package_Size_1,4841,58890,-0.0376,1.3061502453257361e-05,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Package_Size_2,4841,58890,-0.0417,1.338456964938534e-06,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Package_Size_3,4841,58890,0.0336,0.00010067760868330158,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Package_Size_4,4841,58890,0.0357,3.490301187968739e-05,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Coating_Thickness,4841,58890,0.0075,0.3870654995491698,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Coating_Uniformity,4841,58890,0.0026,0.7671330649042563,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cutting_Offset,4841,58890,0.0362,2.8084869813255423e-05,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Surface_Roughness,4841,58890,0.7454,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cooling_Thermal_Load,4841,58890,0.0361,2.9098138462857657e-05,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Cleaning_Demand,4841,58890,-0.0822,1.76615248311749e-21,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cleaning_Capacity,4841,58890,-0.0308,0.0003543142273340379,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cleaning_Load_Ratio,4841,58890,0.0001,0.9903759001889956,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Maintenance_Count,4841,58890,-0.0077,0.37247257205462003,대호님 규약 — 정상군 = NG_Code=='OK'
combined,A_jh_primary_vs_rest,Laser_Power,11296,188704,0.077,3.6595182397176e-43,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Power_Efficiency,11296,188704,0.077,4.231535234463828e-43,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Centering_Position,11296,188704,-0.0667,8.962318324243321e-33,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Current,11296,188704,-0.0058,0.3002856034261906,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Voltage,11296,188704,-0.0017,0.7664847358880053,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Beam_Diameter,11296,188704,0.0023,0.6759852188776145,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Feed_Speed,11296,188704,-0.0059,0.2945740384858383,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Frequency,11296,188704,0.0015,0.7892146450006081,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Alignment_Time,11296,188704,0.005,0.37265092635751174,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Process_Time,11296,188704,0.001,0.8578225338766967,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cutting_X_Index,11296,188704,-0.0005,0.9348094958325844,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cutting_Y_Index,11296,188704,-0.0034,0.5416072419535554,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Head_Temp,11296,188704,-0.0639,3.1099959740602955e-30,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cooling_Flow,11296,188704,0.0318,1.3495062908604835e-08,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cooling_Water_Temp,11296,188704,-0.0046,0.4057751002213965,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Focus,11296,188704,-0.0742,3.5208987989815694e-40,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,CLN_Flow,11296,188704,-0.0076,0.17562245598411097,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,CLN_Pressure,11296,188704,0.0131,0.019119072077401943,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,CLN_Time,11296,188704,0.0047,0.3976488381869785,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Coating_Flow,11296,188704,0.0093,0.09613138907310759,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Head_Remain_Time,11296,188704,-0.002,0.7224941165465524,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Vibration,11296,188704,0.0865,5.587564607230343e-54,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Kerf_Width_Profile,11296,188704,-0.0692,3.242589546127512e-35,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Top_Kerf,11296,188704,-0.0624,6.055409636383653e-29,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Bottom_Kerf,11296,188704,-0.059,5.479920845642729e-26,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Kerf_Angle,11296,188704,-0.0651,2.3858749149970393e-31,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Groove_Depth,11296,188704,0.0677,8.985203492626173e-34,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Package_Size_1,11296,188704,0.0635,7.186924086174487e-30,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Package_Size_2,11296,188704,0.0553,4.386389501035559e-23,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Package_Size_3,11296,188704,-0.0617,2.5049563357948615e-28,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Package_Size_4,11296,188704,-0.0622,9.320700188478881e-29,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Coating_Thickness,11296,188704,0.0075,0.1792372385251776,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Coating_Uniformity,11296,188704,0.0052,0.35174648615949056,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cutting_Offset,11296,188704,-0.0656,8.287222360511771e-32,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Surface_Roughness,11296,188704,0.618,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cooling_Thermal_Load,11296,188704,-0.0257,4.283430435607528e-06,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Cleaning_Demand,11296,188704,0.074,5.88031126042039e-40,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cleaning_Capacity,11296,188704,0.0071,0.2015030220234243,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cleaning_Load_Ratio,11296,188704,0.0359,1.3228503814795724e-10,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Maintenance_Count,11296,188704,-0.0105,0.059862013500619836,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
