dataset,variant,column,n_group,n_rest,cliffs_delta,p_value,note
r1,A_jh_primary_vs_rest,Bottom_Kerf,24171,75829,0.9565,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Kerf_Angle,24171,75829,0.7653,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Groove_Depth,24171,75829,-0.7863,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Package_Size_1,24171,75829,-0.6388,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Package_Size_2,24171,75829,-0.57,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Package_Size_3,24171,75829,0.5641,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Package_Size_4,24171,75829,0.6368,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Coating_Thickness,24171,75829,-0.0026,0.5352641981370052,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Coating_Uniformity,24171,75829,0.0005,0.9052501219222873,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cutting_Offset,24171,75829,0.6472,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Surface_Roughness,24171,75829,0.4848,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cooling_Thermal_Load,24171,75829,0.3002,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Laser_Cleaning_Demand,24171,75829,-0.8965,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cleaning_Capacity,24171,75829,0.1325,8.134256526347807e-212,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cleaning_Load_Ratio,24171,75829,-0.5318,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Maintenance_Count,24171,75829,0.0016,0.7113113031933438,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,B_jun_pure_vs_notpure,Laser_Power,12465,87535,-0.7652,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Power_Efficiency,12465,87535,-0.7794,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Centering_Position,12465,87535,0.5154,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Current,12465,87535,0.0093,0.09081270393705798,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Voltage,12465,87535,0.0042,0.4524535549267048,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Beam_Diameter,12465,87535,0.0057,0.30505257628294125,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Feed_Speed,12465,87535,0.0017,0.7623109009946961,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Frequency,12465,87535,-0.0153,0.0055332289786291025,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Alignment_Time,12465,87535,-0.0015,0.7870503687402868,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Process_Time,12465,87535,0.0058,0.2941490057627124,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cutting_X_Index,12465,87535,-0.0027,0.6203761048210816,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cutting_Y_Index,12465,87535,-0.0118,0.03228196335240857,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Head_Temp,12465,87535,0.7527,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cooling_Flow,12465,87535,-0.4123,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cooling_Water_Temp,12465,87535,-0.0028,0.6094999761637092,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Focus,12465,87535,0.7561,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,CLN_Flow,12465,87535,0.1354,1.572672738606504e-132,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,CLN_Pressure,12465,87535,0.006,0.27549808755673744,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,CLN_Time,12465,87535,0.0028,0.6123996437664931,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Coating_Flow,12465,87535,0.0011,0.8473111774146063,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Head_Remain_Time,12465,87535,-0.0011,0.8447706689640712,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Vibration,12465,87535,0.7091,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Kerf_Width_Profile,12465,87535,0.8128,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Top_Kerf,12465,87535,0.8067,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Bottom_Kerf,12465,87535,0.8093,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Kerf_Angle,12465,87535,0.6637,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Groove_Depth,12465,87535,-0.6521,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Package_Size_1,12465,87535,-0.5094,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Package_Size_2,12465,87535,-0.4461,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Package_Size_3,12465,87535,0.4451,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Package_Size_4,12465,87535,0.5064,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Coating_Thickness,12465,87535,0.0066,0.23426511180812304,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Coating_Uniformity,12465,87535,0.0026,0.6440225639418404,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cutting_Offset,12465,87535,0.5141,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Surface_Roughness,12465,87535,0.2594,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cooling_Thermal_Load,12465,87535,0.2703,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Laser_Cleaning_Demand,12465,87535,-0.7553,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cleaning_Capacity,12465,87535,0.1191,5.606645787091473e-103,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Cleaning_Load_Ratio,12465,87535,-0.4412,0.0,승준님 방법 G — unified_full_methodology.py:253
r1,B_jun_pure_vs_notpure,Maintenance_Count,12465,87535,0.0025,0.6454467003642527,승준님 방법 G — unified_full_methodology.py:253
r1,C_keep_pure_vs_clean,Laser_Power,12465,70873,-0.7364,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Power_Efficiency,12465,70873,-0.7499,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Centering_Position,12465,70873,0.4949,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Current,12465,70873,0.0085,0.1281955277154077,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Voltage,12465,70873,0.0025,0.6617242371089482,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Beam_Diameter,12465,70873,0.0049,0.37832932634914973,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Feed_Speed,12465,70873,0.0017,0.7616230463224172,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Frequency,12465,70873,-0.0111,0.04711778703254101,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Alignment_Time,12465,70873,0.001,0.8638313246404219,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Process_Time,12465,70873,0.0054,0.3312738131039955,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cutting_X_Index,12465,70873,-0.003,0.5965299220432986,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cutting_Y_Index,12465,70873,-0.0116,0.03878991910972498,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Head_Temp,12465,70873,0.7302,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cooling_Flow,12465,70873,-0.4,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cooling_Water_Temp,12465,70873,-0.0037,0.5120846417310843,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Focus,12465,70873,0.733,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,CLN_Flow,12465,70873,0.0706,2.659043347433646e-36,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,CLN_Pressure,12465,70873,-0.0038,0.5034571950805411,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,CLN_Time,12465,70873,0.0049,0.3795358543206395,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Coating_Flow,12465,70873,0.0025,0.6591082393831356,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Head_Remain_Time,12465,70873,-0.0007,0.8964238424159896,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Vibration,12465,70873,0.7003,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Kerf_Width_Profile,12465,70873,0.7827,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Top_Kerf,12465,70873,0.777,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Bottom_Kerf,12465,70873,0.7795,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Kerf_Angle,12465,70873,0.6446,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Groove_Depth,12465,70873,-0.6276,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Package_Size_1,12465,70873,-0.4895,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Package_Size_2,12465,70873,-0.4283,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Package_Size_3,12465,70873,0.4271,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Package_Size_4,12465,70873,0.4866,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Coating_Thickness,12465,70873,0.0017,0.7553562402096186,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Coating_Uniformity,12465,70873,0.0012,0.8321732774869834,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cutting_Offset,12465,70873,0.4936,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Surface_Roughness,12465,70873,0.3249,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cooling_Thermal_Load,12465,70873,0.2614,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Laser_Cleaning_Demand,12465,70873,-0.7268,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cleaning_Capacity,12465,70873,0.0601,8.811330543210292e-27,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Cleaning_Load_Ratio,12465,70873,-0.3941,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,C_keep_pure_vs_clean,Maintenance_Count,12465,70873,0.0009,0.8739913819132782,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
r1,D_primary_vs_ok_only,Laser_Power,24171,58890,-0.9115,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Power_Efficiency,24171,58890,-0.9293,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Centering_Position,24171,58890,0.6513,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Current,24171,58890,0.0104,0.017914396426094888,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Voltage,24171,58890,0.002,0.6483395224425903,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Beam_Diameter,24171,58890,0.0005,0.9038516315156263,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Feed_Speed,24171,58890,0.002,0.6465272567052498,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Frequency,24171,58890,0.0058,0.1858579912154128,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Alignment_Time,24171,58890,-0.0025,0.5715175964698218,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Process_Time,24171,58890,-0.0003,0.9538689584275333,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cutting_X_Index,24171,58890,-0.0047,0.289710655436491,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cutting_Y_Index,24171,58890,-0.0018,0.691281988454937,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Head_Temp,24171,58890,0.8718,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cooling_Flow,24171,58890,-0.4647,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cooling_Water_Temp,24171,58890,-0.0068,0.1256375539372553,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Focus,24171,58890,0.8775,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,CLN_Flow,24171,58890,0.0842,3.4393411202070335e-81,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,CLN_Pressure,24171,58890,-0.0123,0.00540378452486864,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,CLN_Time,24171,58890,0.0028,0.5194625546950578,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Coating_Flow,24171,58890,0.0001,0.9761527421072409,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Head_Remain_Time,24171,58890,-0.0029,0.5179977441792043,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Vibration,24171,58890,0.8953,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Kerf_Width_Profile,24171,58890,0.9656,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Top_Kerf,24171,58890,0.9594,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Bottom_Kerf,24171,58890,0.9621,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Kerf_Angle,24171,58890,0.7707,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Groove_Depth,24171,58890,-0.7904,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Package_Size_1,24171,58890,-0.6422,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Package_Size_2,24171,58890,-0.5734,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Package_Size_3,24171,58890,0.5666,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Package_Size_4,24171,58890,0.6403,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Coating_Thickness,24171,58890,-0.0084,0.056798778796572434,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Coating_Uniformity,24171,58890,-0.0013,0.7694874963637083,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cutting_Offset,24171,58890,0.6507,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Surface_Roughness,24171,58890,0.579,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cooling_Thermal_Load,24171,58890,0.3008,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Laser_Cleaning_Demand,24171,58890,-0.9008,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cleaning_Capacity,24171,58890,0.0664,2.7476663797441164e-51,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Cleaning_Load_Ratio,24171,58890,-0.4983,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
r1,D_primary_vs_ok_only,Maintenance_Count,24171,58890,-0.0002,0.961116111376141,대호님 규약 — 정상군 = NG_Code=='OK'
combined,A_jh_primary_vs_rest,Laser_Power,24175,175825,-0.9229,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Power_Efficiency,24175,175825,-0.9506,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Centering_Position,24175,175825,0.6577,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Current,24175,175825,0.009,0.023023036320198625,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Voltage,24175,175825,0.0007,0.8512662739668997,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Beam_Diameter,24175,175825,0.0006,0.8794460440520119,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Feed_Speed,24175,175825,0.0025,0.5210326924063058,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Frequency,24175,175825,-0.0041,0.29535965446472723,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Alignment_Time,24175,175825,-0.0035,0.3731147334312972,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Process_Time,24175,175825,-0.0007,0.8644595021327973,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cutting_X_Index,24175,175825,-0.0023,0.5635249118688153,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cutting_Y_Index,24175,175825,0.0003,0.9315675362506094,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Head_Temp,24175,175825,0.9319,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cooling_Flow,24175,175825,-0.4992,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cooling_Water_Temp,24175,175825,-0.0036,0.3688061848983092,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Focus,24175,175825,0.9372,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,CLN_Flow,24175,175825,0.1327,4.3236463948238593e-246,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,CLN_Pressure,24175,175825,0.0,0.9966942280752407,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,CLN_Time,24175,175825,-0.0009,0.8195333983242504,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Coating_Flow,24175,175825,-0.0021,0.5950547991643651,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Head_Remain_Time,24175,175825,-0.0034,0.39476987456165946,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Vibration,24175,175825,0.9022,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Kerf_Width_Profile,24175,175825,0.9825,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Top_Kerf,24175,175825,0.978,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Bottom_Kerf,24175,175825,0.9794,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Kerf_Angle,24175,175825,0.8246,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Groove_Depth,24175,175825,-0.7993,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Package_Size_1,24175,175825,-0.6479,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Package_Size_2,24175,175825,-0.5788,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Package_Size_3,24175,175825,0.5739,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Package_Size_4,24175,175825,0.6466,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Coating_Thickness,24175,175825,0.0002,0.9673114668045636,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Coating_Uniformity,24175,175825,-0.0001,0.9724196981098001,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cutting_Offset,24175,175825,0.6566,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Surface_Roughness,24175,175825,0.5034,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cooling_Thermal_Load,24175,175825,0.3257,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Laser_Cleaning_Demand,24175,175825,-0.9123,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cleaning_Capacity,24175,175825,0.0773,8.447315781834515e-85,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Cleaning_Load_Ratio,24175,175825,-0.5112,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,A_jh_primary_vs_rest,Maintenance_Count,24175,175825,-0.0016,0.67988204871496,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
combined,B_jun_pure_vs_notpure,Laser_Power,12468,187532,-0.8523,0.0,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Power_Efficiency,12468,187532,-0.8789,0.0,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Laser_Centering_Position,12468,187532,0.5757,0.0,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Laser_Current,12468,187532,0.0081,0.12822479144800447,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Laser_Voltage,12468,187532,0.0014,0.7898665215417138,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Beam_Diameter,12468,187532,0.0047,0.3772115224365059,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Feed_Speed,12468,187532,0.0024,0.6554065293340521,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Frequency,12468,187532,-0.0158,0.003039171586518518,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Alignment_Time,12468,187532,-0.0003,0.9538108965508248,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Process_Time,12468,187532,0.0046,0.38744268995290443,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Cutting_X_Index,12468,187532,-0.0012,0.8217171097900628,승준님 방법 G — unified_full_methodology.py:253
combined,B_jun_pure_vs_notpure,Cutting_Y_Index,12468,187532,-0.0087,0.1044968741765401,승준님 방법 G — unified_full_methodology.py:253
