Machine_ID,column,direction,latest_date,current_value,baseline_median,lsl,usl,spec_source,spec_status,cusum_alert_lower,cusum_alert_upper,control_lsl,control_usl,score_side,defect_zone_rate_pct,defect_zone_baseline_pct,margin_used_pct,health_index,margin_trend_pct_per_day,estimated_days_to_spec_out,trend_direction,early_warning_active,trend_message,alert_since,alert_active_days,recipe_hotspots,n_product_recipe_combos_affected,recipe_hotspot_concentrated,is_cause_factor
DP02,Cooling_Flow,down,2026-03-30,10.0001,9.999,9.7003,10.2977,control_limit_3sigma,OK,9.9293,,9.7003,10.2977,lower,,,0.0,100.0,-0.005,,up,False,DP02 / PKG_B / RCP_2의 Cooling_Flow 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_4', 'warning_count': 10}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_2', 'warning_count': 7}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_7', 'warning_count': 6}]",29.0,True,True
DP02,Cooling_Water_Temp,either,2026-03-30,21.9961,22.001,21.1016,22.9004,control_limit_3sigma,OK,,22.2109,21.1016,22.9004,both,,,1.2,98.9,0.082,,up,False,DP02 / PKG_C / RCP_6의 Cooling_Water_Temp 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_3', 'warning_count': 12}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_9', 'warning_count': 12}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_2', 'warning_count': 12}]",25.0,True,False
DP02,Cutting_Offset,either,2026-03-30,0.035,0.0061,-0.5375,0.5497,control_limit_3sigma,OK,-0.1268,0.1268,-0.5375,0.5497,both,,,5.3,95.2,-0.183,,,False,,,,[],,False,False
DP02,Cutting_X_Index,either,2026-03-30,-0.0018,-0.0025,-1.4979,1.4929,control_limit_3sigma,OK,-0.3489,0.3489,-1.4979,1.4929,both,,,0.4,99.7,-0.151,,up,False,DP02 / PKG_D / RCP_9의 Cutting_X_Index에서 이론 기준값(0.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,,,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_2', 'warning_count': 14}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_5', 'warning_count': 11}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_9', 'warning_count': 10}]",27.0,True,False
DP02,Cutting_Y_Index,either,2026-03-30,0.0212,-0.0008,-1.4918,1.4903,control_limit_3sigma,OK,-0.3479,0.3479,-1.4918,1.4903,both,,,1.7,91.1,0.039,,up,True,DP02 / PKG_A / RCP_8의 Cutting_Y_Index 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-28,2.6,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_2', 'warning_count': 13}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_8', 'warning_count': 10}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_7', 'warning_count': 8}]",30.0,True,False
DP02,Door_Open_Count,either,2026-03-30,4.448,4.0,-4.6017,12.6017,control_limit_3sigma,OK,,,-4.6017,12.6017,both,,,5.2,95.3,0.02,,,False,,,,[],,False,False
DP02,Factory_Power,either,2026-03-30,300.4964,302.2419,-43.6313,648.1152,control_limit_3sigma,OK,,,-43.6313,648.1152,both,,,1.6,98.6,-0.103,,,False,,,,[],,False,False
DP02,Fan_RPM,either,2026-03-30,1982.4281,2004.75,273.4471,3736.0529,control_limit_3sigma,OK,,,273.4471,3736.0529,both,,,1.6,98.5,0.017,,,False,,,,[],,False,False
DP02,Feed_Speed,either,2026-03-30,249.9876,250.0,248.0,252.0,mentor_spec+control_limit_3sigma,OK,249.4407,250.5593,247.603,252.397,both,,,0.5,99.5,-0.296,,up,False,DP02 / PKG_A / RCP_8의 Feed_Speed 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_2', 'warning_count': 10}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_4', 'warning_count': 10}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_1', 'warning_count': 8}]",30.0,True,False
DP02,Focus,either,2026-03-30,0.0189,0.0,-4.0,4.0,mentor_spec+control_limit_3sigma,OK,-0.1434,0.1434,-0.6145,0.6145,both,,,3.1,97.2,-0.124,,,False,,,,[],,False,False
DP02,Frequency,either,2026-03-30,99.9997,100.0,98.0,102.0,mentor_spec+control_limit_3sigma,OK,99.6583,100.3417,98.5358,101.4642,both,,,1.0,99.1,0.063,,down,False,DP02 / PKG_C / RCP_3의 Frequency에서 정상 Baseline(최적값) 대비 낮은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,,,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_3', 'warning_count': 13}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_8', 'warning_count': 12}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_7', 'warning_count': 10}]",38.0,True,False
DP02,Groove_Depth,either,2026-03-30,44.947,44.9894,44.5028,45.476,control_limit_3sigma,OK,44.8759,,44.5028,45.476,both,,,8.7,87.7,0.157,,down,True,DP02 / PKG_B / RCP_4의 Groove_Depth에서 정상 Baseline 대비 지속적인 하강 추세가 감지되었습니다.,2026-03-29,1.7,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_6', 'warning_count': 26}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_5', 'warning_count': 15}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_6', 'warning_count': 12}]",40.0,True,False
DP02,Head_Temp,up,2026-03-30,42.0215,42.0,38.0,47.0,mentor_spec+control_limit_3sigma,OK,,42.2136,41.0844,42.9156,upper,,,2.3,97.9,0.221,,down,False,DP02 / PKG_C / RCP_3의 Head_Temp 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_5', 'warning_count': 9}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_3', 'warning_count': 8}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_6', 'warning_count': 8}]",25.0,True,True
DP02,Kerf_Angle,either,2026-03-30,90.0314,90.032,89.7218,90.3422,control_limit_3sigma,OK,89.9276,90.0724,89.7218,90.3422,both,,,0.5,67.9,0.0,,up,True,DP02 / PKG_F / RCP_1의 Kerf_Angle에서 이론 기준값(90.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-20,11.0,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_1', 'warning_count': 40}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_1', 'warning_count': 38}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_7', 'warning_count': 34}]",46.0,True,False
DP02,Kerf_Width_Profile,either,2026-03-30,50.1495,50.0945,49.2,50.8,mentor_spec_recomputed_target+control_limit_3sigma,OK,50.0153,50.1743,49.754,50.4351,both,,,16.1,51.5,0.149,,up,True,DP02 / PKG_D / RCP_6의 Kerf_Width_Profile에서 정상 Baseline(최적값) 대비 높은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-05,25.4,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_3', 'warning_count': 83}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_8', 'warning_count': 72}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_2', 'warning_count': 68}]",50.0,True,False
DP02,LED_Brightness,either,2026-03-30,89.6815,89.9802,72.6824,107.278,control_limit_3sigma,OK,,,72.6824,107.278,both,,,1.7,98.4,-0.059,,,False,,,,[],,False,False
DP02,Laser_Centering_Position,either,2026-03-30,0.0344,0.0,-3.0,3.0,mentor_spec+control_limit_3sigma,OK,-0.1058,0.1058,-0.4534,0.4534,both,,,7.6,87.0,-0.134,,up,True,DP02 / PKG_B / RCP_3의 Laser_Centering_Position에서 이론 기준값(0.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-28,2.3,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_4', 'warning_count': 30}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_1', 'warning_count': 19}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_6', 'warning_count': 16}]",37.0,True,False
DP02,Laser_Current,either,2026-03-30,8.5033,8.5,8.1998,8.8002,control_limit_3sigma,OK,8.43,8.57,8.1998,8.8002,both,,,1.1,91.3,0.095,,up,True,DP02 / PKG_E / RCP_8의 Laser_Current 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-28,2.7,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_4', 'warning_count': 14}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_5', 'warning_count': 13}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_9', 'warning_count': 9}]",35.0,True,False
DP02,Laser_Head_Remain_Time,either,2026-03-30,3023.4731,3007.75,-453.3404,6468.8404,control_limit_3sigma,OK,,,-453.3404,6468.8404,both,,,1.5,98.7,0.026,,,False,,,,[],,False,False
DP02,Laser_Power,down,2026-03-30,18.44,18.5,17.8,19.2,mentor_spec+control_limit_3sigma,OK,18.4417,18.5583,18.2501,18.7499,lower,17.36,5.01,24.0,47.6,0.184,,down,True,DP02 / PKG_F / RCP_6의 Laser_Power에서 정상 Baseline 대비 낮은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-02-02,56.0,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_1', 'warning_count': 257}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_1', 'warning_count': 242}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_6', 'warning_count': 237}]",54.0,True,True
DP02,Laser_Voltage,either,2026-03-30,24.0077,24.0,23.3987,24.6013,control_limit_3sigma,OK,23.8597,24.1403,23.3987,24.6013,both,,,2.7,97.0,0.043,,down,True,DP02 / PKG_B / RCP_7의 Laser_Voltage 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.2,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_3', 'warning_count': 19}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_7', 'warning_count': 10}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_5', 'warning_count': 9}]",29.0,True,False
DP02,Maintenance_Count,either,2026-03-30,9.4912,10.0,-7.3475,27.3475,control_limit_3sigma,OK,,,-7.3475,27.3475,both,,,2.9,97.4,0.104,,,False,,,,[],,False,False
DP02,Network_Latency,either,2026-03-30,10.482,10.5403,-5.9397,27.0203,control_limit_3sigma,OK,,,-5.9397,27.0203,both,,,1.6,98.6,-0.005,,,False,,,,[],,False,False
DP02,PLC_CPU_Load,either,2026-03-30,45.3893,44.9134,-15.7544,105.5813,control_limit_3sigma,OK,,,-15.7544,105.5813,both,,,0.9,99.2,-0.036,,,False,,,,[],,False,False
DP02,PLC_Memory,either,2026-03-30,54.5244,55.0732,-5.5833,115.7297,control_limit_3sigma,OK,,,-5.5833,115.7297,both,,,2.9,97.4,0.086,,,False,,,,[],,False,False
DP02,Package_Size_1,either,2026-03-30,4.9999,5.0,4.9982,5.0017,control_limit_3sigma,OK,4.9996,5.0004,4.9982,5.0017,both,,,3.4,96.9,0.055,,up,False,DP02 / PKG_A / RCP_1의 Package_Size_1 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_2', 'warning_count': 11}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_1', 'warning_count': 10}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_2', 'warning_count': 10}]",30.0,True,False
DP02,Package_Size_2,either,2026-03-30,5.0,5.0,4.9984,5.0015,control_limit_3sigma,OK,4.9996,5.0004,4.9984,5.0015,both,,,1.9,95.2,0.046,,up,True,DP02 / PKG_B / RCP_2의 Package_Size_2에서 이론 기준값(5.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-29,1.1,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_9', 'warning_count': 10}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_5', 'warning_count': 9}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_5', 'warning_count': 9}]",36.0,True,False
DP02,Package_Size_3,either,2026-03-30,5.0,5.0,4.9984,5.0016,control_limit_3sigma,OK,4.9996,5.0004,4.9984,5.0016,both,,,1.4,97.4,-0.256,,up,True,DP02 / PKG_D / RCP_6의 Package_Size_3 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.5,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_8', 'warning_count': 14}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_9', 'warning_count': 7}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_6', 'warning_count': 6}]",35.0,True,False
DP02,Package_Size_4,either,2026-03-30,5.0,5.0,4.9983,5.0017,control_limit_3sigma,OK,4.9996,5.0004,4.9983,5.0017,both,,,2.7,97.6,-0.191,,up,True,DP02 / PKG_B / RCP_7의 Package_Size_4에서 이론 기준값(5.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-30,0.0,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_7', 'warning_count': 15}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_7', 'warning_count': 13}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_8', 'warning_count': 10}]",29.0,True,False
DP02,Power_Efficiency,down,2026-03-30,94.8923,95.0,92.0,98.0,mentor_spec+control_limit_3sigma,OK,94.8917,95.1083,94.5359,95.4641,lower,,,23.2,48.0,0.219,350.0,down,True,DP02 / PKG_F / RCP_6의 Power_Efficiency에서 정상 Baseline(최적값) 대비 낮은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-01-30,59.5,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_6', 'warning_count': 195}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_2', 'warning_count': 154}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_1', 'warning_count': 152}]",54.0,True,True
DP02,Process_Time,either,2026-03-30,5.0003,5.0005,4.7024,5.2986,control_limit_3sigma,OK,,5.0701,4.7024,5.2986,both,,,0.8,99.2,-0.0,,down,False,DP02 / PKG_C / RCP_7의 Process_Time 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_8', 'warning_count': 14}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_1', 'warning_count': 9}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_3', 'warning_count': 8}]",28.0,True,False
DP02,Room_Noise,either,2026-03-30,44.9781,44.9371,19.0431,70.8312,control_limit_3sigma,OK,,,19.0431,70.8312,both,,,1.7,98.5,0.178,,,False,,,,[],,False,False
DP02,Surface_Roughness,up,2026-03-30,0.59,0.5832,0.4878,0.6786,control_limit_3sigma,OK,,,0.4878,0.6786,upper,39.07,26.99,7.2,90.9,0.125,,down,True,DP02 / PKG_A / RCP_3의 Surface_Roughness 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,1.0,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_6', 'warning_count': 18}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_5', 'warning_count': 17}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_6', 'warning_count': 14}]",49.0,True,True
DP02,Top_Kerf,either,2026-03-30,50.1382,50.0931,49.8024,50.3837,control_limit_3sigma,OK,50.0252,50.1609,49.8024,50.3837,both,,,15.5,51.8,0.15,,up,True,DP02 / PKG_A / RCP_9의 Top_Kerf에서 정상 Baseline(최적값) 대비 높은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-02-11,47.2,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_2', 'warning_count': 97}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_4', 'warning_count': 88}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_6', 'warning_count': 73}]",52.0,True,False
DP02,Vibration,either,2026-03-30,0.1618,0.1548,0.0905,0.2192,control_limit_3sigma,OK,,0.1698,0.0905,0.2192,both,,,10.8,54.2,0.007,,up,True,DP02 / PKG_A / RCP_2의 Vibration에서 정상 Baseline 대비 지속적인 상승 추세가 감지되었습니다.,2026-03-11,19.9,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_7', 'warning_count': 39}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_5', 'warning_count': 27}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_7', 'warning_count': 24}]",26.0,True,False
DP02,Vision_Exposure,either,2026-03-30,7.5837,7.5019,3.1687,11.8351,control_limit_3sigma,OK,,,3.1687,11.8351,both,,,1.9,98.3,0.04,,,False,,,,[],,False,False
DP03,Alignment_Time,either,2026-03-30,0.3996,0.4,0.3402,0.4598,control_limit_3sigma,OK,,0.414,0.3402,0.4598,both,,,1.6,97.2,0.042,,down,True,DP03 / PKG_D / RCP_7의 Alignment_Time 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.5,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_4', 'warning_count': 10}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_9', 'warning_count': 10}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_8', 'warning_count': 8}]",26.0,True,False
DP03,Beam_Diameter,either,2026-03-30,34.9916,34.9982,34.0978,35.8987,control_limit_3sigma,OK,34.7881,35.2084,34.0978,35.8987,both,,,1.5,98.6,0.012,,up,False,DP03 / PKG_F / RCP_3의 Beam_Diameter 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_3', 'warning_count': 12}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_7', 'warning_count': 8}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_6', 'warning_count': 8}]",34.0,True,False
DP03,Bottom_Kerf,either,2026-03-30,50.1154,50.0942,49.7995,50.3889,control_limit_3sigma,OK,50.0254,50.163,49.7995,50.3889,both,,,7.2,82.5,0.064,,up,True,DP03 / PKG_B / RCP_5의 Bottom_Kerf 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-26,4.1,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_9', 'warning_count': 17}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_3', 'warning_count': 8}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_2', 'warning_count': 7}]",28.0,True,False
DP03,CLN_Flow,down,2026-03-30,9.9996,9.992,9.7465,10.2375,control_limit_3sigma,OK,,,9.7465,10.2375,lower,3.48,4.19,0.0,100.0,,,down,False,DP03 / PKG_B / RCP_9의 CLN_Flow에서 위험 Threshold(10.0575)에 진입했습니다.,,,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_9', 'warning_count': 34}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_2', 'warning_count': 27}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_3', 'warning_count': 1}]",3.0,False,True
DP03,CLN_Pressure,down,2026-03-30,300.0268,300.0362,294.1534,305.9191,control_limit_3sigma,OK,,,294.1534,305.9191,lower,7.89,6.22,0.2,99.6,-0.044,,up,True,DP03 / PKG_E / RCP_9의 CLN_Pressure 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.1,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_7', 'warning_count': 14}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_6', 'warning_count': 9}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_2', 'warning_count': 8}]",29.0,True,True
DP03,CLN_Time,either,2026-03-30,15.0289,15.0013,13.4938,16.5087,control_limit_3sigma,OK,14.6495,15.353,13.4938,16.5087,both,,,2.9,97.4,0.219,,down,False,DP03 / PKG_F / RCP_9의 CLN_Time 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_3', 'warning_count': 11}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_6', 'warning_count': 10}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_4', 'warning_count': 10}]",27.0,True,False
DP03,Coating_Flow,either,2026-03-30,50.0062,50.0025,48.5005,51.5045,control_limit_3sigma,OK,49.652,,48.5005,51.5045,both,,,0.5,96.4,-0.001,,down,True,DP03 / PKG_B / RCP_1의 Coating_Flow 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-29,1.1,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_7', 'warning_count': 10}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_1', 'warning_count': 9}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_6', 'warning_count': 9}]",29.0,True,False
DP03,Coating_Thickness,either,2026-03-30,10.0003,10.0,9.5,10.5,mentor_spec+control_limit_3sigma,OK,,,9.5556,10.4444,both,2.8,2.28,1.0,78.8,-0.014,,down,True,DP03 / PKG_C / RCP_5의 Coating_Thickness에서 정상 Baseline 대비 낮은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-23,7.1,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_5', 'warning_count': 18}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_9', 'warning_count': 10}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_7', 'warning_count': 7}]",31.0,True,False
DP03,Coating_Uniformity,either,2026-03-30,98.7975,98.8099,97.0,100.0,mentor_spec_recomputed_target+control_limit_3sigma,OK,98.6343,98.9837,98.0614,99.5584,both,,,2.8,87.1,0.066,,down,True,DP03 / PKG_D / RCP_9의 Coating_Uniformity 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-27,3.7,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_6', 'warning_count': 23}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_8', 'warning_count': 17}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_7', 'warning_count': 13}]",36.0,True,False
DP03,Cooling_Flow,down,2026-03-30,9.9917,9.999,9.7003,10.2977,control_limit_3sigma,OK,9.9293,,9.7003,10.2977,lower,,,2.5,97.8,0.032,,down,False,DP03 / PKG_B / RCP_3의 Cooling_Flow에서 정상 Baseline 대비 지속적인 하강 추세가 감지되었습니다.,,,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_8', 'warning_count': 13}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_2', 'warning_count': 10}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_9', 'warning_count': 9}]",25.0,True,True
DP03,Cooling_Water_Temp,either,2026-03-30,21.9976,22.001,21.1016,22.9004,control_limit_3sigma,OK,,22.2109,21.1016,22.9004,both,,,1.7,98.5,0.142,,up,True,DP03 / PKG_E / RCP_3의 Cooling_Water_Temp 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.0,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_8', 'warning_count': 9}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_3', 'warning_count': 8}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_8', 'warning_count': 8}]",30.0,True,False
DP03,Cutting_Offset,either,2026-03-30,0.001,0.0061,-0.5375,0.5497,control_limit_3sigma,OK,-0.1268,0.1268,-0.5375,0.5497,both,,,0.9,99.2,-0.046,,,False,,,,[],,False,False
DP03,Cutting_X_Index,either,2026-03-30,-0.0068,-0.0025,-1.4979,1.4929,control_limit_3sigma,OK,-0.3489,0.3489,-1.4979,1.4929,both,,,1.8,82.5,-0.022,,up,True,DP03 / PKG_C / RCP_6의 Cutting_X_Index에서 이론 기준값(0.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-25,5.6,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_8', 'warning_count': 12}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_6', 'warning_count': 10}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_7', 'warning_count': 9}]",34.0,True,False
DP03,Cutting_Y_Index,either,2026-03-30,0.014,-0.0008,-1.4918,1.4903,control_limit_3sigma,OK,-0.3479,0.3479,-1.4918,1.4903,both,,,3.6,95.6,0.043,,down,True,DP03 / PKG_A / RCP_8의 Cutting_Y_Index에서 이론 기준값(0.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-30,0.4,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_5', 'warning_count': 8}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_2', 'warning_count': 7}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_1', 'warning_count': 7}]",27.0,True,False
DP03,Door_Open_Count,either,2026-03-30,4.4982,4.0,-4.6017,12.6017,control_limit_3sigma,OK,,,-4.6017,12.6017,both,,,5.8,94.8,-0.122,,,False,,,,[],,False,False
DP03,Factory_Power,either,2026-03-30,302.1472,302.2419,-43.6313,648.1152,control_limit_3sigma,OK,,,-43.6313,648.1152,both,,,0.7,99.4,0.122,,,False,,,,[],,False,False
DP03,Fan_RPM,either,2026-03-30,2006.9231,2004.75,273.4471,3736.0529,control_limit_3sigma,OK,,,273.4471,3736.0529,both,,,1.1,99.0,-0.04,,,False,,,,[],,False,False
DP03,Feed_Speed,either,2026-03-30,250.0032,250.0,248.0,252.0,mentor_spec+control_limit_3sigma,OK,249.4407,250.5593,247.603,252.397,both,,,1.8,91.9,-0.02,,up,True,DP03 / PKG_E / RCP_4의 Feed_Speed 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-28,2.3,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_5', 'warning_count': 12}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_8', 'warning_count': 8}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_4', 'warning_count': 7}]",29.0,True,False
DP03,Focus,either,2026-03-30,0.135,0.0,-4.0,4.0,mentor_spec+control_limit_3sigma,OK,-0.1434,0.1434,-0.6145,0.6145,both,,,22.0,80.2,0.115,,,False,,,,[],,False,False
DP03,Frequency,either,2026-03-30,99.9994,100.0,98.0,102.0,mentor_spec+control_limit_3sigma,OK,99.6583,100.3417,98.5358,101.4642,both,,,1.1,97.6,-0.074,,up,True,DP03 / PKG_C / RCP_7의 Frequency 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.5,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_7', 'warning_count': 18}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_6', 'warning_count': 11}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_3', 'warning_count': 11}]",40.0,True,False
DP03,Groove_Depth,either,2026-03-30,44.9796,44.9894,44.5028,45.476,control_limit_3sigma,OK,44.8759,,44.5028,45.476,both,,,2.0,90.2,-0.171,,up,True,DP03 / PKG_B / RCP_2의 Groove_Depth 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-28,2.8,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_6', 'warning_count': 16}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_8', 'warning_count': 7}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_9', 'warning_count': 6}]",36.0,True,False
