variable_1,variable_2,spearman_r,absolute_r
Frequency,Package_Size_2,-0.004,0.004
Frequency,Coating_Thickness,0.004,0.004
Feed_Speed,Edge_Burn,0.004,0.004
Process_Time,Network_Latency,-0.0039,0.0039
Head_Temp,Package_Size_3,0.0039,0.0039
Surface_Roughness,PLC_Memory,0.0039,0.0039
Beam_Diameter,Door_Open_Count,0.0039,0.0039
Frequency,Vibration,-0.0039,0.0039
Network_Latency,Factory_Power,-0.0039,0.0039
Top_Kerf,Coating_Thickness,-0.0039,0.0039
Package_Size_4,Micro_Crack,0.0039,0.0039
Package_Size_1,PLC_CPU_Load,-0.0039,0.0039
Package_Size_4,Micro_Crack_Die,0.0039,0.0039
Process_Time,Micro_Crack_Die,-0.0039,0.0039
Feed_Speed,Particle_Die,0.0039,0.0039
Feed_Speed,Particle,0.0039,0.0039
Cooling_Water_Temp,Particle_Die,-0.0039,0.0039
Power_Efficiency,Kerf_Angle,0.0039,0.0039
Cooling_Flow,Vision_Exposure,-0.0039,0.0039
Vibration,Package_Size_1,-0.0039,0.0039
Process_Time,Micro_Crack,-0.0039,0.0039
Vibration,Chipping_Die,0.0038,0.0038
Power_Efficiency,Process_Time,-0.0038,0.0038
CLN_Flow,Fan_RPM,0.0038,0.0038
Cutting_Offset,Fan_RPM,-0.0038,0.0038
Vibration,Package_Size_4,0.0038,0.0038
Laser_Centering_Position,Frequency,-0.0038,0.0038
CLN_Pressure,Fan_RPM,-0.0038,0.0038
Vibration,Chipping,0.0038,0.0038
Package_Size_3,Surface_Roughness,0.0038,0.0038
Coating_Uniformity,Cutting_Offset,0.0038,0.0038
Focus,Fan_RPM,-0.0038,0.0038
Feed_Speed,Coating_Flow,-0.0038,0.0038
Process_Time,Bottom_Kerf,-0.0038,0.0038
Bottom_Kerf,Network_Latency,0.0038,0.0038
Laser_Voltage,Package_Size_4,-0.0037,0.0037
Coating_Flow,Package_Size_2,0.0037,0.0037
Feed_Speed,Coating_Thickness,0.0037,0.0037
Frequency,Laser_Head_Remain_Time,0.0037,0.0037
Remain_Coat_Die,LED_Brightness,-0.0037,0.0037
Cutting_Y_Index,Remain_Coat_Die,0.0037,0.0037
Laser_Power,Package_Size_4,-0.0037,0.0037
Laser_Current,Coating_Thickness,0.0037,0.0037
Package_Size_4,Fan_RPM,0.0037,0.0037
Package_Size_2,Room_Noise,0.0037,0.0037
Edge_Burn_Die,LED_Brightness,-0.0037,0.0037
Focus,PLC_CPU_Load,0.0037,0.0037
Laser_Head_Remain_Time,Package_Size_3,-0.0037,0.0037
Remain_Coat,LED_Brightness,-0.0037,0.0037
Package_Size_4,Coating_Uniformity,-0.0037,0.0037
Process_Time,Cutting_Y_Index,0.0037,0.0037
Laser_Centering_Position,Cutting_X_Index,-0.0037,0.0037
Package_Size_1,Particle_Die,-0.0037,0.0037
CLN_Time,PLC_CPU_Load,0.0037,0.0037
Cutting_X_Index,LED_Brightness,-0.0037,0.0037
Cooling_Water_Temp,Yield,0.0036,0.0036
Cooling_Water_Temp,Package_Size_2,-0.0036,0.0036
Remain_Coat,Door_Open_Count,0.0036,0.0036
Process_Time,Coating_Uniformity,-0.0036,0.0036
Cooling_Water_Temp,Fail_Die,-0.0036,0.0036
CLN_Pressure,Cutting_Offset,0.0036,0.0036
Cooling_Water_Temp,CLN_Pressure,0.0036,0.0036
Laser_Current,Cutting_X_Index,-0.0036,0.0036
CLN_Pressure,Groove_Depth,0.0036,0.0036
Process_Time,Package_Size_2,-0.0036,0.0036
Beam_Diameter,Particle,0.0036,0.0036
Cutting_Y_Index,Remain_Coat,0.0036,0.0036
Micro_Crack,Factory_Power,0.0036,0.0036
Kerf_Angle,Network_Latency,-0.0036,0.0036
Micro_Crack_Die,Factory_Power,0.0036,0.0036
Laser_Current,Coating_Uniformity,-0.0036,0.0036
Cutting_X_Index,CLN_Pressure,0.0036,0.0036
Edge_Burn,LED_Brightness,-0.0036,0.0036
Package_Size_1,Particle,-0.0036,0.0036
Process_Time,LED_Brightness,-0.0036,0.0036
Cutting_X_Index,Network_Latency,0.0036,0.0036
Coating_Flow,Kerf_Angle,0.0035,0.0035
Process_Time,Cooling_Water_Temp,-0.0035,0.0035
Fan_RPM,Vision_Exposure,-0.0035,0.0035
Coating_Flow,Package_Size_3,-0.0035,0.0035
Feed_Speed,Chipping_Die,-0.0035,0.0035
Feed_Speed,Chipping,-0.0035,0.0035
Surface_Roughness,Vision_Exposure,-0.0035,0.0035
Cutting_Y_Index,Chipping_Die,0.0035,0.0035
Laser_Current,Network_Latency,-0.0035,0.0035
Alignment_Time,CLN_Time,-0.0035,0.0035
Head_Temp,Package_Size_2,-0.0035,0.0035
Alignment_Time,Bottom_Kerf,-0.0035,0.0035
Beam_Diameter,Fan_RPM,0.0035,0.0035
Process_Time,Door_Open_Count,-0.0035,0.0035
Remain_Coat_Die,Door_Open_Count,0.0035,0.0035
Coating_Uniformity,Fan_RPM,0.0035,0.0035
Laser_Centering_Position,Vision_Exposure,0.0035,0.0035
Frequency,Cutting_Offset,-0.0035,0.0035
Process_Time,PLC_Memory,0.0035,0.0035
Cutting_Y_Index,Chipping,0.0035,0.0035
Particle_Die,Micro_Crack_Die,0.0034,0.0034
Laser_Centering_Position,Coating_Thickness,0.0034,0.0034
Power_Efficiency,Coating_Uniformity,0.0034,0.0034
Cutting_Y_Index,CLN_Pressure,0.0034,0.0034
Particle_Die,Micro_Crack,0.0034,0.0034
Cutting_X_Index,Coating_Thickness,0.0034,0.0034
Cooling_Water_Temp,Laser_Head_Remain_Time,0.0034,0.0034
Head_Temp,Process_Time,-0.0034,0.0034
Package_Size_4,Edge_Burn,-0.0034,0.0034
Head_Temp,Room_Noise,0.0034,0.0034
Laser_Power,Package_Size_3,-0.0034,0.0034
Vibration,Cooling_Water_Temp,-0.0034,0.0034
CLN_Pressure,Factory_Power,0.0034,0.0034
Frequency,Cutting_Y_Index,-0.0034,0.0034
Cooling_Water_Temp,Micro_Crack,-0.0034,0.0034
Laser_Head_Remain_Time,Factory_Power,0.0034,0.0034
Kerf_Width_Profile,Door_Open_Count,0.0034,0.0034
Beam_Diameter,CLN_Time,-0.0034,0.0034
Cooling_Water_Temp,Micro_Crack_Die,-0.0034,0.0034
CLN_Time,Factory_Power,0.0034,0.0034
Focus,Cooling_Water_Temp,-0.0033,0.0033
Bottom_Kerf,Vision_Exposure,0.0033,0.0033
Beam_Diameter,Laser_Head_Remain_Time,0.0033,0.0033
Particle,Micro_Crack_Die,0.0033,0.0033
Particle,Micro_Crack,0.0033,0.0033
Groove_Depth,Particle,-0.0033,0.0033
Head_Temp,Fan_RPM,-0.0033,0.0033
Package_Size_4,Edge_Burn_Die,-0.0033,0.0033
Remain_Coat,Edge_Burn,-0.0033,0.0033
Coating_Flow,Maintenance_Count,-0.0033,0.0033
Remain_Coat_Die,Edge_Burn,-0.0033,0.0033
Cutting_Offset,PLC_Memory,-0.0033,0.0033
CLN_Pressure,Laser_Head_Remain_Time,-0.0032,0.0032
Laser_Current,Cooling_Water_Temp,0.0032,0.0032
Vibration,Room_Noise,0.0032,0.0032
Vibration,LED_Brightness,-0.0032,0.0032
Focus,Cooling_Flow,-0.0032,0.0032
Package_Size_2,LED_Brightness,-0.0032,0.0032
Kerf_Width_Profile,Room_Noise,-0.0032,0.0032
Head_Temp,Yield,-0.0032,0.0032
Cutting_Y_Index,CLN_Flow,0.0032,0.0032
Laser_Centering_Position,Laser_Current,0.0032,0.0032
Coating_Flow,Fan_RPM,0.0032,0.0032
Head_Temp,Fail_Die,0.0032,0.0032
Cutting_Y_Index,Coating_Uniformity,0.0032,0.0032
Surface_Roughness,Room_Noise,0.0032,0.0032
Groove_Depth,Particle_Die,-0.0032,0.0032
Laser_Voltage,Vision_Exposure,-0.0032,0.0032
Alignment_Time,Vision_Exposure,-0.0032,0.0032
Laser_Power,Coating_Flow,0.0032,0.0032
Laser_Power,Feed_Speed,-0.0032,0.0032
Laser_Voltage,Laser_Head_Remain_Time,0.0032,0.0032
PLC_CPU_Load,PLC_Memory,0.0032,0.0032
Beam_Diameter,Particle_Die,0.0032,0.0032
Laser_Power,Frequency,0.0032,0.0032
Process_Time,CLN_Pressure,-0.0031,0.0031
Vibration,Package_Size_2,-0.0031,0.0031
Coating_Flow,Micro_Crack_Die,-0.0031,0.0031
Coating_Flow,Micro_Crack,-0.0031,0.0031
Kerf_Angle,Groove_Depth,-0.0031,0.0031
Chipping,LED_Brightness,-0.0031,0.0031
Cooling_Water_Temp,Top_Kerf,0.0031,0.0031
Alignment_Time,Cutting_Offset,-0.0031,0.0031
Coating_Flow,PLC_CPU_Load,-0.0031,0.0031
Alignment_Time,Coating_Uniformity,-0.0031,0.0031
CLN_Time,Groove_Depth,-0.0031,0.0031
Chipping_Die,LED_Brightness,-0.0031,0.0031
Cutting_Y_Index,Edge_Burn_Die,-0.0031,0.0031
Head_Temp,Laser_Current,0.0031,0.0031
Process_Time,Particle_Die,0.0031,0.0031
Groove_Depth,Cutting_Offset,-0.0031,0.0031
Remain_Coat_Die,Edge_Burn_Die,-0.0031,0.0031
Kerf_Width_Profile,Fan_RPM,-0.0031,0.0031
Remain_Coat,Edge_Burn_Die,-0.0031,0.0031
Top_Kerf,Network_Latency,-0.003,0.003
Frequency,Factory_Power,-0.003,0.003
Feed_Speed,LED_Brightness,0.003,0.003
CLN_Flow,Door_Open_Count,0.003,0.003
CLN_Time,Chipping_Die,0.003,0.003
CLN_Time,Chipping,0.003,0.003
Top_Kerf,Coating_Uniformity,-0.003,0.003
CLN_Flow,LED_Brightness,-0.003,0.003
Laser_Power,Fan_RPM,0.003,0.003
Laser_Centering_Position,Fan_RPM,-0.003,0.003
CLN_Flow,Package_Size_3,0.0029,0.0029
Frequency,Cooling_Flow,-0.0029,0.0029
Package_Size_2,Fail_Die,0.0029,0.0029
Feed_Speed,CLN_Flow,-0.0029,0.0029
Package_Size_2,Yield,-0.0029,0.0029
Yield,PLC_Memory,0.0029,0.0029
Cooling_Flow,Cutting_Offset,-0.0029,0.0029
Vibration,Edge_Burn_Die,-0.0029,0.0029
Laser_Voltage,Cutting_Offset,0.0029,0.0029
Laser_Voltage,Surface_Roughness,0.0029,0.0029
Frequency,Fan_RPM,-0.0029,0.0029
Fail_Die,PLC_Memory,-0.0029,0.0029
Vibration,Package_Size_3,0.0029,0.0029
Vibration,Beam_Diameter,-0.0029,0.0029
Frequency,Particle,-0.0029,0.0029
Edge_Burn,Fan_RPM,-0.0029,0.0029
Laser_Power,Room_Noise,0.0029,0.0029
Process_Time,Laser_Head_Remain_Time,-0.0029,0.0029
Laser_Voltage,Process_Time,0.0029,0.0029
CLN_Time,Bottom_Kerf,0.0029,0.0029
Remain_Coat_Die,Maintenance_Count,-0.0029,0.0029
Feed_Speed,Door_Open_Count,0.0029,0.0029
Head_Temp,Door_Open_Count,0.0029,0.0029
Package_Size_1,Fail_Die,-0.0029,0.0029
Package_Size_1,Yield,0.0029,0.0029
Coating_Flow,Chipping_Die,-0.0028,0.0028
Beam_Diameter,Edge_Burn_Die,0.0028,0.0028
Laser_Centering_Position,Door_Open_Count,-0.0028,0.0028
Coating_Flow,Chipping,-0.0028,0.0028
Alignment_Time,Fan_RPM,0.0028,0.0028
Beam_Diameter,Network_Latency,-0.0028,0.0028
CLN_Flow,Factory_Power,-0.0028,0.0028
Feed_Speed,Laser_Current,-0.0028,0.0028
Focus,Network_Latency,-0.0028,0.0028
Laser_Current,Bottom_Kerf,0.0028,0.0028
Package_Size_2,Factory_Power,-0.0028,0.0028
Process_Time,Particle,0.0028,0.0028
Focus,Cutting_Y_Index,-0.0028,0.0028
Power_Efficiency,Package_Size_3,-0.0028,0.0028
Power_Efficiency,Micro_Crack,-0.0028,0.0028
Beam_Diameter,CLN_Pressure,0.0028,0.0028
Power_Efficiency,Micro_Crack_Die,-0.0028,0.0028
Remain_Coat,Maintenance_Count,-0.0028,0.0028
Laser_Current,Maintenance_Count,0.0028,0.0028
Groove_Depth,Remain_Coat_Die,0.0028,0.0028
Cutting_Y_Index,Bottom_Kerf,-0.0028,0.0028
Frequency,Surface_Roughness,0.0027,0.0027
Power_Efficiency,Factory_Power,0.0027,0.0027
Beam_Diameter,LED_Brightness,-0.0027,0.0027
Frequency,Package_Size_4,-0.0027,0.0027
Laser_Current,Cutting_Offset,0.0027,0.0027
Vibration,Laser_Head_Remain_Time,-0.0027,0.0027
Top_Kerf,Door_Open_Count,0.0027,0.0027
Cooling_Water_Temp,Fan_RPM,0.0027,0.0027
Cutting_Y_Index,Cooling_Flow,-0.0027,0.0027
Coating_Thickness,Fan_RPM,-0.0027,0.0027
Head_Temp,Network_Latency,-0.0027,0.0027
Edge_Burn_Die,Fan_RPM,-0.0027,0.0027
Vibration,Coating_Flow,-0.0027,0.0027
Beam_Diameter,Package_Size_2,-0.0027,0.0027
Fail_Die,PLC_CPU_Load,-0.0027,0.0027
Laser_Current,Chipping,-0.0027,0.0027
Laser_Current,Yield,0.0027,0.0027
Cooling_Flow,Package_Size_4,-0.0027,0.0027
Laser_Current,Fail_Die,-0.0027,0.0027
Cooling_Flow,Package_Size_3,0.0027,0.0027
Frequency,Focus,0.0027,0.0027
Top_Kerf,PLC_CPU_Load,0.0027,0.0027
Groove_Depth,Remain_Coat,0.0027,0.0027
Yield,PLC_CPU_Load,0.0027,0.0027
Laser_Current,Chipping_Die,-0.0027,0.0027
Laser_Power,PLC_Memory,0.0027,0.0027
Power_Efficiency,Beam_Diameter,0.0027,0.0027
Beam_Diameter,PLC_Memory,-0.0027,0.0027
Alignment_Time,LED_Brightness,-0.0026,0.0026
Laser_Power,Coating_Uniformity,-0.0026,0.0026
Particle,LED_Brightness,0.0026,0.0026
Laser_Voltage,Kerf_Width_Profile,0.0026,0.0026
Alignment_Time,Package_Size_2,0.0026,0.0026
Cutting_X_Index,Cutting_Offset,-0.0026,0.0026
Coating_Thickness,Cutting_Offset,0.0026,0.0026
CLN_Pressure,Kerf_Width_Profile,0.0026,0.0026
Laser_Voltage,Fail_Die,-0.0026,0.0026
Door_Open_Count,Factory_Power,-0.0026,0.0026
Groove_Depth,Coating_Uniformity,0.0026,0.0026
Laser_Current,Laser_Voltage,0.0026,0.0026
Groove_Depth,Vision_Exposure,-0.0026,0.0026
CLN_Pressure,PLC_Memory,-0.0026,0.0026
Laser_Current,CLN_Pressure,-0.0026,0.0026
Coating_Thickness,Factory_Power,-0.0026,0.0026
Laser_Power,Process_Time,0.0026,0.0026
Laser_Voltage,Yield,0.0026,0.0026
Package_Size_2,Micro_Crack,0.0026,0.0026
Package_Size_2,Micro_Crack_Die,0.0026,0.0026
Feed_Speed,Cooling_Flow,-0.0026,0.0026
Cutting_Y_Index,Yield,0.0026,0.0026
Feed_Speed,Vision_Exposure,-0.0026,0.0026
Package_Size_4,Surface_Roughness,0.0026,0.0026
Cutting_Y_Index,Fail_Die,-0.0026,0.0026
Frequency,Room_Noise,-0.0026,0.0026
Cutting_Y_Index,Edge_Burn,-0.0026,0.0026
Frequency,Particle_Die,-0.0026,0.0026
Alignment_Time,Top_Kerf,-0.0025,0.0025
Beam_Diameter,Fail_Die,0.0025,0.0025
Beam_Diameter,Yield,-0.0025,0.0025
Cutting_Y_Index,Micro_Crack_Die,-0.0025,0.0025
Power_Efficiency,Laser_Voltage,0.0025,0.0025
Kerf_Angle,PLC_CPU_Load,0.0025,0.0025
Coating_Uniformity,Maintenance_Count,-0.0025,0.0025
Vibration,Edge_Burn,-0.0025,0.0025
Surface_Roughness,LED_Brightness,0.0025,0.0025
Beam_Diameter,Edge_Burn,0.0025,0.0025
CLN_Pressure,Package_Size_1,0.0025,0.0025
Package_Size_1,Maintenance_Count,0.0025,0.0025
Laser_Current,PLC_CPU_Load,0.0025,0.0025
Kerf_Angle,Particle_Die,-0.0025,0.0025
Cutting_Y_Index,Micro_Crack,-0.0025,0.0025
CLN_Flow,Coating_Flow,-0.0025,0.0025
Network_Latency,Door_Open_Count,-0.0025,0.0025
CLN_Time,Package_Size_1,0.0025,0.0025
Package_Size_1,Micro_Crack_Die,0.0025,0.0025
Package_Size_1,Micro_Crack,0.0025,0.0025
Cutting_Y_Index,Package_Size_4,-0.0025,0.0025
Cooling_Water_Temp,Kerf_Width_Profile,-0.0025,0.0025
Package_Size_3,PLC_Memory,-0.0025,0.0025
Cutting_Offset,LED_Brightness,-0.0025,0.0025
Laser_Head_Remain_Time,PLC_Memory,0.0025,0.0025
Process_Time,Edge_Burn,0.0025,0.0025
Coating_Flow,Coating_Uniformity,-0.0025,0.0025
Kerf_Angle,Yield,0.0024,0.0024
Kerf_Angle,Fail_Die,-0.0024,0.0024
Feed_Speed,Laser_Head_Remain_Time,0.0024,0.0024
Feed_Speed,Micro_Crack_Die,0.0024,0.0024
Alignment_Time,Groove_Depth,0.0024,0.0024
Head_Temp,Maintenance_Count,-0.0024,0.0024
Alignment_Time,PLC_CPU_Load,0.0024,0.0024
Package_Size_1,Factory_Power,0.0024,0.0024
Feed_Speed,Micro_Crack,0.0024,0.0024
Kerf_Width_Profile,Network_Latency,0.0024,0.0024
Groove_Depth,Micro_Crack_Die,0.0024,0.0024
Laser_Voltage,Particle,-0.0024,0.0024
Door_Open_Count,Fan_RPM,0.0024,0.0024
CLN_Pressure,Door_Open_Count,-0.0024,0.0024
Laser_Power,Cutting_Y_Index,-0.0024,0.0024
Top_Kerf,Vision_Exposure,-0.0024,0.0024
Laser_Head_Remain_Time,Micro_Crack,0.0024,0.0024
Laser_Head_Remain_Time,Micro_Crack_Die,0.0024,0.0024
Kerf_Angle,Particle,-0.0024,0.0024
Kerf_Angle,Door_Open_Count,-0.0024,0.0024
Focus,CLN_Time,-0.0024,0.0024
Laser_Power,Door_Open_Count,0.0024,0.0024
CLN_Flow,Laser_Head_Remain_Time,-0.0024,0.0024
Cooling_Water_Temp,Vision_Exposure,-0.0024,0.0024
Laser_Current,CLN_Time,-0.0024,0.0024
Cooling_Water_Temp,Coating_Flow,-0.0024,0.0024
Groove_Depth,Micro_Crack,0.0024,0.0024
Laser_Centering_Position,Cooling_Water_Temp,0.0024,0.0024
Laser_Current,Kerf_Angle,0.0024,0.0024
Particle_Die,LED_Brightness,0.0024,0.0024
CLN_Pressure,Micro_Crack_Die,-0.0023,0.0023
Laser_Centering_Position,Groove_Depth,-0.0023,0.0023
Cutting_Y_Index,Groove_Depth,-0.0023,0.0023
Laser_Voltage,Particle_Die,-0.0023,0.0023
Remain_Coat_Die,Vision_Exposure,-0.0023,0.0023
Fail_Die,Fan_RPM,0.0023,0.0023
Coating_Thickness,Network_Latency,-0.0023,0.0023
Yield,Fan_RPM,-0.0023,0.0023
Focus,Cutting_X_Index,-0.0023,0.0023
Laser_Current,Particle_Die,-0.0023,0.0023
CLN_Pressure,Micro_Crack,-0.0023,0.0023
Laser_Power,Edge_Burn_Die,0.0023,0.0023
Top_Kerf,Room_Noise,-0.0023,0.0023
Coating_Flow,Top_Kerf,-0.0023,0.0023
Package_Size_1,Room_Noise,0.0023,0.0023
Laser_Power,LED_Brightness,0.0023,0.0023
Laser_Voltage,Factory_Power,0.0023,0.0023
Cooling_Water_Temp,Factory_Power,-0.0023,0.0023
Vibration,PLC_CPU_Load,-0.0023,0.0023
Particle_Die,Factory_Power,-0.0023,0.0023
Kerf_Angle,Surface_Roughness,-0.0023,0.0023
Package_Size_4,Coating_Thickness,0.0023,0.0023
Cutting_X_Index,Kerf_Width_Profile,-0.0023,0.0023
Process_Time,CLN_Time,0.0023,0.0023
Cutting_X_Index,Laser_Head_Remain_Time,-0.0023,0.0023
Fan_RPM,Maintenance_Count,-0.0023,0.0023
CLN_Time,Door_Open_Count,-0.0023,0.0023
Head_Temp,Micro_Crack_Die,-0.0023,0.0023
Head_Temp,Micro_Crack,-0.0023,0.0023
Package_Size_4,Door_Open_Count,-0.0022,0.0022
Laser_Centering_Position,Micro_Crack,0.0022,0.0022
Frequency,Cooling_Water_Temp,-0.0022,0.0022
Focus,Fail_Die,0.0022,0.0022
Focus,Yield,-0.0022,0.0022
Feed_Speed,Process_Time,0.0022,0.0022
Laser_Current,Micro_Crack_Die,0.0022,0.0022
Laser_Head_Remain_Time,Chipping,-0.0022,0.0022
Laser_Centering_Position,Micro_Crack_Die,0.0022,0.0022
Laser_Current,Micro_Crack,0.0022,0.0022
Laser_Head_Remain_Time,Chipping_Die,-0.0022,0.0022
Package_Size_2,Vision_Exposure,-0.0022,0.0022
Network_Latency,Maintenance_Count,0.0022,0.0022
Package_Size_4,Chipping_Die,0.0022,0.0022
Package_Size_4,Chipping,0.0022,0.0022
Head_Temp,Cutting_Offset,0.0022,0.0022
Process_Time,Edge_Burn_Die,0.0022,0.0022
Vibration,Laser_Current,0.0022,0.0022
Cutting_Offset,Micro_Crack,0.0022,0.0022
Particle,Factory_Power,-0.0022,0.0022
Door_Open_Count,Maintenance_Count,0.0022,0.0022
Vibration,Coating_Thickness,0.0022,0.0022
CLN_Pressure,Package_Size_2,0.0022,0.0022
Coating_Uniformity,Yield,0.0022,0.0022
Groove_Depth,Maintenance_Count,0.0022,0.0022
Cutting_Offset,Micro_Crack_Die,0.0022,0.0022
Focus,Process_Time,-0.0022,0.0022
Laser_Voltage,CLN_Pressure,0.0022,0.0022
Kerf_Angle,Coating_Thickness,0.0022,0.0022
Cutting_Offset,Door_Open_Count,-0.0022,0.0022
Coating_Uniformity,Fail_Die,-0.0022,0.0022
Laser_Power,Particle,-0.0022,0.0022
Focus,CLN_Pressure,0.0022,0.0022
Package_Size_1,Network_Latency,-0.0022,0.0022
Package_Size_1,LED_Brightness,0.0022,0.0022
Process_Time,Top_Kerf,-0.0022,0.0022
Remain_Coat,Vision_Exposure,-0.0022,0.0022
Feed_Speed,CLN_Pressure,0.0022,0.0022
Focus,Particle_Die,0.0021,0.0021
Laser_Voltage,CLN_Time,0.0021,0.0021
Package_Size_1,Coating_Uniformity,0.0021,0.0021
PLC_CPU_Load,Maintenance_Count,0.0021,0.0021
Cutting_X_Index,Coating_Uniformity,0.0021,0.0021
CLN_Time,Maintenance_Count,-0.0021,0.0021
Laser_Centering_Position,Remain_Coat_Die,-0.0021,0.0021
Package_Size_4,Remain_Coat,0.0021,0.0021
Kerf_Angle,Package_Size_1,-0.0021,0.0021
Focus,Coating_Uniformity,0.0021,0.0021
Laser_Centering_Position,Remain_Coat,-0.0021,0.0021
Feed_Speed,PLC_Memory,0.0021,0.0021
Package_Size_3,Coating_Thickness,-0.0021,0.0021
Feed_Speed,Fan_RPM,0.0021,0.0021
Beam_Diameter,Surface_Roughness,-0.0021,0.0021
Focus,LED_Brightness,0.0021,0.0021
Kerf_Width_Profile,PLC_Memory,-0.0021,0.0021
Cooling_Flow,PLC_Memory,-0.0021,0.0021
Cutting_X_Index,Package_Size_2,0.0021,0.0021
Coating_Uniformity,PLC_CPU_Load,0.0021,0.0021
Laser_Current,Beam_Diameter,0.0021,0.0021
Surface_Roughness,Maintenance_Count,-0.0021,0.0021
Package_Size_4,Factory_Power,-0.0021,0.0021
Coating_Flow,Groove_Depth,0.0021,0.0021
Process_Time,Coating_Flow,0.0021,0.0021
Coating_Flow,LED_Brightness,0.0021,0.0021
Laser_Voltage,Coating_Thickness,0.0021,0.0021
Surface_Roughness,Door_Open_Count,-0.0021,0.0021
Beam_Diameter,PLC_CPU_Load,-0.002,0.002
Laser_Current,Particle,-0.002,0.002
Package_Size_4,Remain_Coat_Die,0.002,0.002
Bottom_Kerf,Coating_Uniformity,0.002,0.002
Focus,Alignment_Time,-0.002,0.002
Cooling_Flow,Top_Kerf,-0.002,0.002
CLN_Time,Laser_Head_Remain_Time,0.002,0.002
Coating_Flow,Particle,0.002,0.002
Coating_Flow,Particle_Die,0.002,0.002
Cutting_X_Index,Cooling_Water_Temp,0.002,0.002
Laser_Centering_Position,PLC_Memory,-0.002,0.002
Feed_Speed,CLN_Time,0.002,0.002
Room_Noise,Fan_RPM,0.002,0.002
Cutting_X_Index,Particle,-0.002,0.002
Alignment_Time,Package_Size_3,-0.002,0.002
Laser_Centering_Position,CLN_Time,0.002,0.002
Focus,Package_Size_3,-0.002,0.002
Kerf_Width_Profile,PLC_CPU_Load,0.002,0.002
Laser_Head_Remain_Time,Coating_Thickness,-0.002,0.002
CLN_Flow,PLC_CPU_Load,-0.002,0.002
Feed_Speed,Groove_Depth,0.002,0.002
Process_Time,Yield,-0.002,0.002
Process_Time,Fail_Die,0.002,0.002
Laser_Current,Cooling_Flow,0.002,0.002
Laser_Voltage,Room_Noise,0.002,0.002
Power_Efficiency,Cooling_Flow,-0.002,0.002
Alignment_Time,Cutting_Y_Index,0.002,0.002
Feed_Speed,Package_Size_1,-0.002,0.002
Power_Efficiency,Cooling_Water_Temp,0.002,0.002
Laser_Centering_Position,Process_Time,-0.002,0.002
CLN_Time,Edge_Burn,-0.002,0.002
Focus,Particle,0.002,0.002
Coating_Thickness,Door_Open_Count,0.0019,0.0019
Vibration,Maintenance_Count,-0.0019,0.0019
Package_Size_1,Edge_Burn_Die,0.0019,0.0019
Focus,Chipping,-0.0019,0.0019
Cooling_Water_Temp,Surface_Roughness,-0.0019,0.0019
Feed_Speed,Maintenance_Count,0.0019,0.0019
Feed_Speed,Head_Temp,0.0019,0.0019
Feed_Speed,Package_Size_2,-0.0019,0.0019
CLN_Time,PLC_Memory,0.0019,0.0019
Head_Temp,Cutting_X_Index,-0.0019,0.0019
Package_Size_1,Edge_Burn,0.0019,0.0019
Laser_Centering_Position,Laser_Voltage,0.0019,0.0019
Focus,Chipping_Die,-0.0019,0.0019
Package_Size_1,Chipping_Die,-0.0019,0.0019
Frequency,Door_Open_Count,-0.0019,0.0019
Kerf_Angle,Chipping_Die,0.0019,0.0019
Laser_Head_Remain_Time,Cutting_Offset,0.0019,0.0019
Coating_Uniformity,Surface_Roughness,0.0019,0.0019
Beam_Diameter,Kerf_Width_Profile,0.0019,0.0019
Focus,Laser_Current,-0.0019,0.0019
Package_Size_1,Chipping,-0.0019,0.0019
Focus,Package_Size_1,0.0019,0.0019
Kerf_Angle,Chipping,0.0019,0.0019
Feed_Speed,Coating_Uniformity,0.0019,0.0019
Cooling_Water_Temp,CLN_Flow,0.0019,0.0019
Chipping,Particle_Die,-0.0018,0.0018
Package_Size_2,Coating_Uniformity,0.0018,0.0018
Yield,Factory_Power,0.0018,0.0018
Focus,Micro_Crack_Die,-0.0018,0.0018
Coating_Flow,Fail_Die,0.0018,0.0018
Focus,PLC_Memory,-0.0018,0.0018
Chipping,Particle,-0.0018,0.0018
Surface_Roughness,Factory_Power,-0.0018,0.0018
Focus,Micro_Crack,-0.0018,0.0018
Surface_Roughness,Fan_RPM,0.0018,0.0018
Network_Latency,Fan_RPM,-0.0018,0.0018
CLN_Time,Edge_Burn_Die,-0.0018,0.0018
Alignment_Time,Coating_Flow,-0.0018,0.0018
Cooling_Water_Temp,Groove_Depth,-0.0018,0.0018
Groove_Depth,Fail_Die,-0.0018,0.0018
Groove_Depth,Yield,0.0018,0.0018
Groove_Depth,PLC_Memory,0.0018,0.0018
Chipping_Die,Particle,-0.0018,0.0018
Process_Time,Groove_Depth,0.0018,0.0018
Chipping_Die,Particle_Die,-0.0018,0.0018
Kerf_Angle,LED_Brightness,0.0018,0.0018
Feed_Speed,Kerf_Angle,0.0018,0.0018
Frequency,Laser_Voltage,0.0018,0.0018
Fail_Die,Factory_Power,-0.0018,0.0018
Cutting_X_Index,Cutting_Y_Index,-0.0018,0.0018
Coating_Flow,Yield,-0.0018,0.0018
Coating_Flow,Factory_Power,0.0018,0.0018
Cutting_Offset,Room_Noise,-0.0018,0.0018
Beam_Diameter,Coating_Flow,-0.0018,0.0018
Laser_Power,Particle_Die,-0.0018,0.0018
